site_id,area,elevation,depth_max,utme,utmn,lon,lat
10114,65522,3409,28.5,345647,4107585,-118.7370168902898,37.1018709662146
20276,16912,3298,12.5,366479,4025670,-118.48834017047513,36.36687557731354
20279,64627,3315,12,368008,4024689,-118.47113526657462,36.35824547932281
70413,22555,3322,10.5,299001,4177160,-119.28054469287257,37.71966453567765
